,item_description,price,category,site_name
687,Dosatron® D25RE09 Injector With Bypass Top,$767.54,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
688,Dosatron® Li'l Bud-D Cart Kit,$839.99,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
689,"DURAFAN® Replacement Basket Fan Blades - 36""",$67.71,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
690,"DURAFAN® Replacement Basket Fan Blades - 30""",$49.56,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
691,Dosatron® D25F1 Fixed Ratio Injector,$314.99,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
692,Injection Seal Kit for D8R Dosatron®,$48.81,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
693,Dosatron® PJDI116 Mini-H Seal Kit,$35.16,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
694,Dosatron® Li'l Bud-D Quick Hookup Kit,$77.16,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
695,Dosatron® Proportioner,$94.99,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
696,Dosatron® D25RE2 Medicator Repair Parts,$5.97,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
697,Suction Hose Nut for Dosatron®,$2.82,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
698,"DURAFAN® Replacement Basket Fan Blades - 24""",$41.30,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
699,DURAFAN® Black Basket Fan Wall Mount Brackets,$15.44,"Commercial & Industrial|Fans, Ventilation & Controls|Fan Brackets",QC Supply
700,"Dosatron® 3/4"" Mixing Chamber",$67.71,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
701,"Dosatron® DosaCart Hook-Up Kit for 7, 11 & 14 GPM",$77.16,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
702,Casco DAC-20 Disinfectant Virucide - 1 Gal.,$14.49,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
703,"DURAFAN® Replacement Basket Fan Blades - 20""",$40.39,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
704,Dosatron® PJDI120VVF Full Seal Kit,$82.41,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
705,Dosatron® DM11F Medicator Repair Parts,$29.39,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
706,"DURAFAN® Replacement Basket Fan Blades - 12"" - 36""",$32.01,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
707,Dosatron® D128R Medicator Repair Parts,$3.66,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
708,Dosatron® DM11RE3 Injector,$366.45,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
709,Seal Kit for Dosatron®,$47.88,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
710,"Pulse Output Water Meter - 3/4""",$89.99,Commercial & Industrial|Plumbing Supplies|Water Meters,QC Supply
711,"Dosatron® 1 1/2"" Flow Restrictor - 40 GPM",$199.49,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
712,Medicator RX,$11.72,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
713,"36"" Cone Kit for 36"" Fiberglass DURAFAN®",$179.54,"Commercial & Industrial|Fans, Ventilation & Controls|Exhaust Fans",QC Supply
714,Dosatron® D8R Medicator Repair Parts,$48.81,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
715,"DURAFAN® Replacement Basket Fan Blades - 12""",$32.01,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
716,"52"" Cone Kit for 52"" Fiberglass DURAFAN®",$212.09,"Commercial & Industrial|Fans, Ventilation & Controls|Exhaust Fans",QC Supply
717,Casco Rig Wash General Purpose Cleaner - 1 Gal.,$8.71,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
718,Dosatron® D25F Medicator Repair Parts,$110.24,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
719,Dosatron® Pro pH Meter,$87.14,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
720,Dosatron® Dosa-Lube,$1.08,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
721,Dosatron® Eco-Cart Hook-Up Kit - D25F1,$418.94,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
722,Dosatron® DosaCart Hook-Up Kit for 20 GPM,$77.16,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
723,"Dosatron® 1"" Mixing Chamber",$98.16,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
724,DURAFAN® Wall Mount Brackets,$21.51,"Commercial & Industrial|Fans, Ventilation & Controls|Fan Brackets",QC Supply
725,Dosatron® PJ096 Mini-H Seal Kit,$38.31,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
726,"Dosatron® 3/4"" Flow Restrictor - 10 GPM",$55.11,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
727,Dosatron® 8mm Hose for D14MZ2 Injector,$9.18,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
728,Dosatron® DM11F Diaphragm Assembly,$46.19,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
729,"DURAFAN® Replacement Lite Air Basket Fan Blades - 20""",$36.74,"Commercial & Industrial|Fans, Ventilation & Controls|Replacement Fan Blades",QC Supply
730,"Pulse Output Water Meter - 1""",$195.00,Commercial & Industrial|Plumbing Supplies|Water Meters,QC Supply
731,Casco LCW Pressure Washer General Cleaner - 1 Gal.,$13.20,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
732,Casco Cooling Water Treatment Algaecide - 1 Gal.,$9.99,Commercial & Industrial|Horticulture & Greenhouse|Water Treatments,QC Supply
733,Dosatron® PJDI139 MIni-H Seal Kit,$58.79,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
734,Casco CS Concentrate Neutral Cleaner - 1 Gal.,$11.15,Commercial & Industrial|Office & Janitorial|Cleaning Tools & Supplies,QC Supply
735,Dosatron® DM11F Wall Bracket & Strap,$16.26,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
736,Casco Mountain Fresh Odor Eliminator - 1 Gal.,$19.21,Commercial & Industrial|Office & Janitorial|Air Freshener,QC Supply
737,Dosatron® PJDI120V Mini Seal Kit,$61.41,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
738,"Dosatron® 3/4"" Flow Restrictor - 14 GPM",$55.11,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
739,Casco CS-100 All-Purpose Cleaner & Degreaser - 1 Gal.,$10.16,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
740,Check Valve Nut for Dosatron®,$5.13,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
741,Dosatron® Pro EC Meter,$65.09,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
742,Dosatron® PJ117 Mini-H Seal Kit,$38.31,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
743,Casco CS-590 General Purpose Defoaming Compound - 1 Gal.,$18.60,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
744,Dosatron® PJ127 Mini-H Seal Kit,$38.31,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
745,"Dosatron® 1 1/2"" Mixing Chamber",$108.14,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
746,Casco Pine Plus Industrial Strength Cleaner - 1 Gal.,$14.18,Commercial & Industrial|Office & Janitorial|Cleaning Tools & Supplies,QC Supply
747,Casco CC-120 Poultry Concentrated Cleaner - 1 Gal.,$13.65,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
748,"Dosatron® 1"" Flow Restrictor - 20 GPM",$96.59,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
749,Dosatron® DM11F Push Rod,$41.99,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
750,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - By the Inch",$0.96,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
751,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 12""",$9.80,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
752,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",$14.56,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
753,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 24""",$19.14,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
754,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 36""",$28.43,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
755,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 48""",$37.53,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
756,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 60""",$46.46,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
757,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 72""",$55.20,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
758,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",$0.82,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
759,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 12""",$8.41,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
760,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",$12.49,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
761,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 24""",$16.42,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
762,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",$24.39,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
763,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",$32.20,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
764,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",$39.86,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
765,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 72""",$47.36,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
766,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - By the Inch",$1.00,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
767,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 12""",$10.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
768,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 18""",$15.22,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
769,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 24""",$20.01,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
770,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 36""",$29.73,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
771,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",$39.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
772,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 60""",$48.58,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
773,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 72""",$57.72,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
774,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",$1.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
775,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 12""",$12.75,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
776,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 18""",$18.95,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
777,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 24""",$24.91,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
778,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 36""",$37.00,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
779,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 48""",$48.86,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
780,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 60""",$60.48,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
781,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 72""",$71.85,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
782,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - By the Inch",$1.51,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
783,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 12""",$15.45,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
784,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 18""",$22.96,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
785,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 24""",$30.18,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
786,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 36""",$44.83,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
787,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 48""",$59.20,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
788,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 60""",$73.27,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
789,"1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 72""",$87.06,"Alloy|Flat|Cold Finished|1/4"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
790,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - By the Inch",$2.67,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
791,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 12""",$27.26,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
792,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 18""",$40.50,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
793,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 24""",$53.24,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
794,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 36""",$79.09,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
795,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 48""",$104.42,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
796,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 60""",$129.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
797,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 72""",$153.57,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
798,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - By the Inch",$0.78,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
799,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 12""",$7.98,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
800,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 18""",$11.85,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
801,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 24""",$15.58,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
802,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 36""",$23.15,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
803,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 48""",$30.56,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
804,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 60""",$37.83,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
805,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 72""",$44.94,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
806,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",$0.96,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
807,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 12""",$9.79,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
808,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 18""",$14.54,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
809,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 24""",$19.11,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
810,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",$28.39,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
811,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",$37.49,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
812,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 60""",$46.40,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
813,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 72""",$55.13,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
814,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - By the Inch",$1.38,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
815,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 12""",$14.15,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
816,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 18""",$21.03,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
